Outlet_ID,Outlet_Name,Employees_First_Month,Turnover_First_Month,Employees_Latest_Month,Turnover_Latest_Month,Employee_Change,Turnover_Change,Employee_Trend,Trend_Insight
OUT0575,Franchise Outlet 0575,25.0,6.84,25.0,6.79,0.0,-0.05,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0576,Franchise Outlet 0576,17.0,4.78,17.0,10.09,0.0,5.31,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0577,Franchise Outlet 0577,15.0,7.51,15.0,9.44,0.0,1.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0578,Franchise Outlet 0578,11.0,7.91,11.0,7.4,0.0,-0.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0579,Franchise Outlet 0579,19.0,10.24,19.0,4.42,0.0,-5.82,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0580,Franchise Outlet 0580,9.0,8.87,9.0,11.39,0.0,2.52,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0581,Franchise Outlet 0581,17.0,9.1,17.0,10.38,0.0,1.28,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0582,Franchise Outlet 0582,13.0,5.29,13.0,8.64,0.0,3.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0583,Franchise Outlet 0583,16.0,13.07,16.0,9.71,0.0,-3.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0584,Franchise Outlet 0584,22.0,6.53,22.0,8.64,0.0,2.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0585,Franchise Outlet 0585,18.0,13.32,18.0,10.39,0.0,-2.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0586,Franchise Outlet 0586,11.0,8.94,11.0,7.27,0.0,-1.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0587,Franchise Outlet 0587,18.0,12.24,18.0,7.48,0.0,-4.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0588,Franchise Outlet 0588,18.0,5.18,18.0,11.77,0.0,6.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0589,Franchise Outlet 0589,9.0,4.96,9.0,9.63,0.0,4.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0590,Franchise Outlet 0590,12.0,5.5,12.0,3.28,0.0,-2.22,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0591,Franchise Outlet 0591,21.0,7.33,21.0,7.29,0.0,-0.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0592,Franchise Outlet 0592,24.0,3.36,24.0,7.82,0.0,4.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0593,Franchise Outlet 0593,7.0,2.89,7.0,9.49,0.0,6.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0594,Franchise Outlet 0594,28.0,3.09,28.0,8.51,0.0,5.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0595,Franchise Outlet 0595,16.0,4.74,16.0,9.33,0.0,4.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0596,Franchise Outlet 0596,23.0,10.11,23.0,11.19,0.0,1.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0597,Franchise Outlet 0597,19.0,8.19,19.0,10.35,0.0,2.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0598,Franchise Outlet 0598,23.0,12.83,23.0,6.65,0.0,-6.18,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0599,Franchise Outlet 0599,13.0,12.13,13.0,6.57,0.0,-5.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0600,Franchise Outlet 0600,9.0,11.62,9.0,7.94,0.0,-3.68,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0601,Franchise Outlet 0601,21.0,10.49,21.0,13.11,0.0,2.62,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0602,Franchise Outlet 0602,7.0,9.5,7.0,7.33,0.0,-2.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0603,Franchise Outlet 0603,19.0,8.65,19.0,12.8,0.0,4.15,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0604,Franchise Outlet 0604,16.0,1.0,16.0,6.99,0.0,5.99,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0605,Franchise Outlet 0605,14.0,11.04,14.0,8.72,0.0,-2.32,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0606,Franchise Outlet 0606,22.0,4.28,22.0,8.51,0.0,4.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0607,Franchise Outlet 0607,24.0,8.05,24.0,7.79,0.0,-0.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0608,Franchise Outlet 0608,13.0,9.54,13.0,5.01,0.0,-4.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0609,Franchise Outlet 0609,15.0,7.86,15.0,1.0,0.0,-6.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0610,Franchise Outlet 0610,15.0,10.95,15.0,8.53,0.0,-2.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0611,Franchise Outlet 0611,20.0,7.88,20.0,6.51,0.0,-1.37,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0612,Franchise Outlet 0612,24.0,6.81,24.0,7.28,0.0,0.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0613,Franchise Outlet 0613,18.0,7.94,18.0,3.38,0.0,-4.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0614,Franchise Outlet 0614,12.0,10.53,12.0,8.63,0.0,-1.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0615,Franchise Outlet 0615,24.0,6.28,24.0,6.72,0.0,0.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0616,Franchise Outlet 0616,17.0,10.34,17.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0617,Franchise Outlet 0617,17.0,4.58,17.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0618,Franchise Outlet 0618,23.0,5.69,23.0,6.05,0.0,0.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0619,Franchise Outlet 0619,28.0,5.66,28.0,7.78,0.0,2.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0620,Franchise Outlet 0620,18.0,3.92,18.0,4.96,0.0,1.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0621,Franchise Outlet 0621,22.0,8.29,22.0,4.65,0.0,-3.64,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0622,Franchise Outlet 0622,13.0,9.6,13.0,11.64,0.0,2.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0623,Franchise Outlet 0623,16.0,8.5,16.0,7.72,0.0,-0.78,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0624,Franchise Outlet 0624,13.0,5.13,13.0,10.28,0.0,5.15,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0625,Franchise Outlet 0625,14.0,13.79,14.0,11.92,0.0,-1.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0626,Franchise Outlet 0626,8.0,9.39,8.0,6.25,0.0,-3.14,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0627,Franchise Outlet 0627,21.0,8.06,21.0,8.0,0.0,-0.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0628,Franchise Outlet 0628,26.0,8.75,26.0,11.2,0.0,2.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0629,Franchise Outlet 0629,18.0,8.56,18.0,4.54,0.0,-4.02,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0630,Franchise Outlet 0630,24.0,1.46,24.0,10.44,0.0,8.98,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0631,Franchise Outlet 0631,16.0,4.55,16.0,6.32,0.0,1.77,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0632,Franchise Outlet 0632,18.0,8.31,18.0,5.55,0.0,-2.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0633,Franchise Outlet 0633,16.0,8.74,16.0,8.48,0.0,-0.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0634,Franchise Outlet 0634,23.0,1.53,23.0,8.39,0.0,6.86,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0635,Franchise Outlet 0635,11.0,5.16,11.0,7.45,0.0,2.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0636,Franchise Outlet 0636,21.0,10.19,21.0,7.03,0.0,-3.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0637,Franchise Outlet 0637,21.0,4.2,21.0,10.99,0.0,6.79,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0638,Franchise Outlet 0638,22.0,10.79,22.0,9.22,0.0,-1.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0639,Franchise Outlet 0639,23.0,7.72,23.0,6.61,0.0,-1.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0640,Franchise Outlet 0640,13.0,3.57,13.0,9.8,0.0,6.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0641,Franchise Outlet 0641,18.0,10.62,18.0,5.06,0.0,-5.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0642,Franchise Outlet 0642,20.0,5.92,20.0,9.23,0.0,3.31,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0643,Franchise Outlet 0643,22.0,4.48,22.0,5.59,0.0,1.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0644,Franchise Outlet 0644,8.0,3.2,8.0,7.18,0.0,3.98,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0645,Franchise Outlet 0645,17.0,8.96,17.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0646,Franchise Outlet 0646,25.0,3.21,25.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0647,Franchise Outlet 0647,24.0,6.87,24.0,7.09,0.0,0.22,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0648,Franchise Outlet 0648,19.0,8.16,19.0,8.74,0.0,0.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0649,Franchise Outlet 0649,26.0,6.23,26.0,6.69,0.0,0.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0650,Franchise Outlet 0650,19.0,11.49,19.0,11.22,0.0,-0.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0651,Franchise Outlet 0651,19.0,5.96,19.0,3.88,0.0,-2.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0652,Franchise Outlet 0652,10.0,10.26,10.0,4.23,0.0,-6.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0653,Franchise Outlet 0653,15.0,14.87,15.0,18.25,0.0,3.38,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0654,Franchise Outlet 0654,18.0,7.52,18.0,5.52,0.0,-2.0,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0655,Franchise Outlet 0655,9.0,1.0,9.0,3.64,0.0,2.64,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0656,Franchise Outlet 0656,13.0,6.92,13.0,8.58,0.0,1.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0657,Franchise Outlet 0657,29.0,6.32,29.0,10.57,0.0,4.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0658,Franchise Outlet 0658,12.0,4.47,12.0,4.66,0.0,0.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0659,Franchise Outlet 0659,15.0,8.7,15.0,8.41,0.0,-0.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0660,Franchise Outlet 0660,14.0,6.91,14.0,8.17,0.0,1.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0661,Franchise Outlet 0661,15.0,7.33,15.0,8.63,0.0,1.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0662,Franchise Outlet 0662,8.0,12.89,8.0,8.36,0.0,-4.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0663,Franchise Outlet 0663,16.0,9.21,16.0,7.17,0.0,-2.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0664,Franchise Outlet 0664,18.0,9.13,18.0,10.15,0.0,1.02,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0665,Franchise Outlet 0665,26.0,8.43,26.0,9.55,0.0,1.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0666,Franchise Outlet 0666,18.0,7.71,18.0,8.31,0.0,0.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0667,Franchise Outlet 0667,19.0,7.81,19.0,6.15,0.0,-1.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0668,Franchise Outlet 0668,23.0,9.64,23.0,1.0,0.0,-8.64,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0669,Franchise Outlet 0669,21.0,8.0,21.0,6.1,0.0,-1.9,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0670,Franchise Outlet 0670,14.0,12.0,14.0,10.46,0.0,-1.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0671,Franchise Outlet 0671,16.0,11.83,16.0,12.0,0.0,0.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0672,Franchise Outlet 0672,16.0,4.56,16.0,5.12,0.0,0.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0673,Franchise Outlet 0673,21.0,4.94,21.0,9.77,0.0,4.83,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0674,Franchise Outlet 0674,23.0,7.15,23.0,8.82,0.0,1.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0675,Franchise Outlet 0675,13.0,7.87,13.0,7.57,0.0,-0.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0676,Franchise Outlet 0676,21.0,9.92,21.0,3.19,0.0,-6.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0677,Franchise Outlet 0677,27.0,6.16,27.0,10.1,0.0,3.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0678,Franchise Outlet 0678,19.0,9.24,19.0,7.71,0.0,-1.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0679,Franchise Outlet 0679,21.0,4.74,21.0,9.89,0.0,5.15,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0680,Franchise Outlet 0680,18.0,9.44,18.0,4.71,0.0,-4.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0681,Franchise Outlet 0681,18.0,7.7,18.0,5.96,0.0,-1.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0682,Franchise Outlet 0682,18.0,11.23,18.0,10.77,0.0,-0.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0683,Franchise Outlet 0683,15.0,7.43,15.0,4.89,0.0,-2.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0684,Franchise Outlet 0684,24.0,4.73,24.0,9.22,0.0,4.49,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0685,Franchise Outlet 0685,26.0,4.57,26.0,6.18,0.0,1.61,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0686,Franchise Outlet 0686,25.0,11.8,25.0,11.34,0.0,-0.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0687,Franchise Outlet 0687,21.0,3.53,21.0,5.66,0.0,2.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0688,Franchise Outlet 0688,17.0,9.09,17.0,10.38,0.0,1.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0689,Franchise Outlet 0689,17.0,6.38,17.0,7.55,0.0,1.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0690,Franchise Outlet 0690,18.0,5.59,18.0,7.14,0.0,1.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0691,Franchise Outlet 0691,16.0,8.68,16.0,8.59,0.0,-0.09,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0692,Franchise Outlet 0692,6.0,9.54,6.0,6.65,0.0,-2.89,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0693,Franchise Outlet 0693,19.0,7.31,19.0,3.97,0.0,-3.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0694,Franchise Outlet 0694,13.0,5.93,13.0,4.33,0.0,-1.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0695,Franchise Outlet 0695,10.0,2.12,10.0,6.08,0.0,3.96,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0696,Franchise Outlet 0696,15.0,15.34,15.0,8.81,0.0,-6.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0697,Franchise Outlet 0697,20.0,,20.0,10.88,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0698,Franchise Outlet 0698,27.0,8.21,27.0,5.99,0.0,-2.22,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0699,Franchise Outlet 0699,22.0,8.19,22.0,7.4,0.0,-0.79,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0700,Franchise Outlet 0700,20.0,7.82,20.0,10.41,0.0,2.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0701,Franchise Outlet 0701,19.0,8.95,19.0,4.96,0.0,-3.99,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0702,Franchise Outlet 0702,19.0,10.84,19.0,4.11,0.0,-6.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0703,Franchise Outlet 0703,13.0,4.49,13.0,5.62,0.0,1.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0704,Franchise Outlet 0704,24.0,9.21,24.0,10.25,0.0,1.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0705,Franchise Outlet 0705,18.0,5.19,18.0,3.78,0.0,-1.41,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0706,Franchise Outlet 0706,7.0,3.93,7.0,6.8,0.0,2.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0707,Franchise Outlet 0707,16.0,1.53,16.0,4.55,0.0,3.02,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0708,Franchise Outlet 0708,23.0,6.49,23.0,9.24,0.0,2.75,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0709,Franchise Outlet 0709,18.0,9.55,18.0,7.28,0.0,-2.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0710,Franchise Outlet 0710,10.0,6.29,10.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0711,Franchise Outlet 0711,15.0,7.25,15.0,7.94,0.0,0.69,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0712,Franchise Outlet 0712,28.0,,28.0,1.89,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0713,Franchise Outlet 0713,16.0,9.57,16.0,6.1,0.0,-3.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0714,Franchise Outlet 0714,14.0,6.22,14.0,9.89,0.0,3.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0715,Franchise Outlet 0715,23.0,9.39,23.0,9.96,0.0,0.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0716,Franchise Outlet 0716,25.0,5.06,25.0,7.68,0.0,2.62,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0717,Franchise Outlet 0717,13.0,8.51,13.0,5.93,0.0,-2.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0718,Franchise Outlet 0718,23.0,9.54,23.0,7.4,0.0,-2.14,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0719,Franchise Outlet 0719,15.0,10.31,15.0,6.88,0.0,-3.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0720,Franchise Outlet 0720,22.0,6.94,22.0,5.71,0.0,-1.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0721,Franchise Outlet 0721,6.0,,6.0,6.89,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0722,Franchise Outlet 0722,17.0,4.24,17.0,12.97,0.0,8.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0723,Franchise Outlet 0723,22.0,7.25,22.0,7.81,0.0,0.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0724,Franchise Outlet 0724,19.0,8.77,19.0,8.53,0.0,-0.24,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0725,Franchise Outlet 0725,8.0,8.21,8.0,12.58,0.0,4.37,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0726,Franchise Outlet 0726,19.0,10.33,19.0,7.14,0.0,-3.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0727,Franchise Outlet 0727,25.0,12.27,25.0,8.6,0.0,-3.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0728,Franchise Outlet 0728,17.0,8.31,17.0,6.66,0.0,-1.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0729,Franchise Outlet 0729,12.0,6.9,12.0,11.38,0.0,4.48,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0730,Franchise Outlet 0730,13.0,4.91,13.0,9.87,0.0,4.96,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0731,Franchise Outlet 0731,7.0,14.09,7.0,8.97,0.0,-5.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0732,Franchise Outlet 0732,10.0,1.9,10.0,8.15,0.0,6.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0733,Franchise Outlet 0733,18.0,5.98,18.0,5.66,0.0,-0.32,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0734,Franchise Outlet 0734,23.0,4.76,23.0,1.0,0.0,-3.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0735,Franchise Outlet 0735,16.0,5.83,16.0,5.44,0.0,-0.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0736,Franchise Outlet 0736,21.0,5.22,21.0,7.38,0.0,2.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0737,Franchise Outlet 0737,13.0,,13.0,6.08,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0738,Franchise Outlet 0738,24.0,11.81,24.0,12.77,0.0,0.96,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0739,Franchise Outlet 0739,17.0,6.97,17.0,7.52,0.0,0.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0740,Franchise Outlet 0740,11.0,7.77,11.0,12.15,0.0,4.38,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0741,Franchise Outlet 0741,20.0,8.47,20.0,13.66,0.0,5.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0742,Franchise Outlet 0742,23.0,6.67,23.0,5.62,0.0,-1.05,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0743,Franchise Outlet 0743,13.0,,13.0,5.34,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0744,Franchise Outlet 0744,23.0,3.03,23.0,9.3,0.0,6.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0745,Franchise Outlet 0745,19.0,9.98,19.0,16.49,0.0,6.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0746,Franchise Outlet 0746,9.0,10.93,9.0,7.89,0.0,-3.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0747,Franchise Outlet 0747,19.0,7.31,19.0,5.91,0.0,-1.4,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0748,Franchise Outlet 0748,21.0,9.86,21.0,9.75,0.0,-0.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0749,Franchise Outlet 0749,17.0,8.97,17.0,10.38,0.0,1.41,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0750,Franchise Outlet 0750,25.0,5.82,25.0,4.61,0.0,-1.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
